hp_id	english	french
HP:0035024	Elevated circulating methylmalonylcarnitine concentration	Concentration élevée de méthylmalonylcarnitine circulante
HP:0035025	Elevated circulating 3-hydroxyhexadecanoylcarnitine concentration	Concentration élevée de 3-hydroxyhexadécanoylcarnitine circulante
HP:0035026	Elevated circulating C6 acylcarnitine concentration	Concentration élevée d’acylcarnitine C6 circulante
HP:0035027	Elevated circulating methylglutarylcarnitine concentration	Concentration élevée de méthylglutarylcarnitine circulante
HP:0035028	Elevated circulating 3-hydroxyisovalerylcarnitine concentration	Concentration élevée de 3-hydroxyisovalérylcarnitine circulante
HP:0035029	Elevated circulating 3-hydroxyhexanoylcarnitine concentration	Concentration élevée de 3-hydroxyhexanoylcarnitine circulante
HP:0035030	Elevated circulating carnitine concentration	Concentration élevée de carnitine circulante
HP:0035031	Elevated circulating tiglylcarnitine concentration	Concentration élevée de tiglylcarnitine circulante
HP:0035032	Reduced circulating acetylcarnitine concentration	Concentration réduite d’acétylcarnitine circulante
HP:0035033	Reduced circulating octadecenoylcarnitine concentration	Concentration réduite d'octadécénoylcarnitine circulante
HP:0040117	Atresia of the Eustachian tube	Atrésie de la trompe d'Eustache
HP:0040275	Adenocarcinoma of the large intestine	Adénocarcinome du gros intestin
HP:0040403	Breast microcalcification	Microcalcification mammaire
HP:0040404	Architectural distortion of breast	Distorsion architecturale du sein
HP:0040405	Asymmetric thickening of the nipple-areolar complex	Épaississement asymétrique du complexe mamelon-aréolaire
HP:0040407	Mastitis	Mastite
HP:0040411	Pain in penis	Douleur dans le pénis
HP:0040412	Left ventricular thrombus	Thrombus ventriculaire gauche
HP:0040413	Atrophic vaginal mucosa	Muqueuse vaginale atrophique
HP:0040414	Gelatinous ascites	Ascite gélatineuse
HP:0040415	Diffuse breast nodularity	Nodularité mammaire diffuse
HP:0040416	Abnormal urinary nitrogen compound level	Niveau anormal de composé azoté urinaire
HP:0040417	Decreased urinary biopterin level	Diminution du taux de bioptérine urinaire
HP:0040418	Abnormal urine guanidinoacetic acid level	Taux urinaire anormal d’acide guanidinoacétique
HP:0040419	Elevated urine guanidinoacetic acid level	Niveau élevé d’acide guanidinoacétique dans l’urine
HP:0040420	Decreased urinary neopterin level	Diminution du taux de néoptérine urinaire
HP:0040421	Abnormal urinary inosine level	Taux d'inosine urinaire anormal
HP:0040422	Elevated urinary inosine level	Niveau d'inosine urinaire élevé
HP:0040423	Abnormal urinary guanosine level	Niveau urinaire anormal de guanosine
HP:0040424	Elevated urinary guanosine level	Niveau de guanosine urinaire élevé
HP:0040425	Abnormal urinary hypoxanthine level	Taux d'hypoxanthine urinaire anormal
HP:0040426	Decreased urinary hypoxanthine level	Diminution du taux d'hypoxanthine urinaire
HP:0041042	Absent neutrophil lactoferrin	Lactoferrine neutrophile absente
HP:0041043	Neutrophil nuclear clefts	Fentes nucléaires des neutrophiles
HP:0041044	Low neutrophil alkaline phosphatase	Phosphatase alcaline à faible neutrophile
HP:0041045	Increased neutrophil mitochondria	Augmentation des mitochondries neutrophiles
HP:0041046	Increased neutrophil ribosomes	Augmentation des ribosomes neutrophiles
HP:0041047	Bladder outlet obstruction	Obstruction de la sortie de la vessie
HP:0041048	Decreased expression of GPI-anchored proteins on the cell surface	Diminution de l'expression des protéines ancrées au GPI à la surface des cellules
HP:0041049	Starch intolerance	Intolérance à l'amidon
HP:0041050	Renal tubular cyst	Kyste tubulaire rénal
HP:0041051	Ageusia	Agueusie
HP:0041052	Agenesis of putamen	Agénésie du putamen
HP:0041055	Fractured humerus	Humérus fracturé
HP:0041056	Hot cross bun sign	Signe de chignon croisé chaud
HP:0041057	Transient decreased circulating IgG4	Diminution transitoire des IgG4 circulantes
HP:0041058	Chronic decreased circulating IgG4	Diminution chronique des IgG4 circulantes
HP:0041059	Chronic (near) absent circulating IgG4	IgG4 circulantes chroniques (presque) absentes
HP:0041060	Chronic partially decreased circulating IgG4	Chronique, diminution partielle des IgG4 circulantes
HP:0041061	Fractured calcaneus	Calcanéum fracturé
HP:0041062	Transient decreased circulating IgG2	Diminution transitoire des IgG2 circulantes
HP:0041063	Chronic decreased circulating IgG2	Diminution chronique des IgG2 circulantes
HP:0041065	Chronic (near) absent circulating IgG2	IgG2 circulantes chroniques (presque) absentes
HP:0041066	Chronic partially decreased circulating IgG2	Chronique, diminution partielle des IgG2 circulantes
HP:0041067	Transient decreased circulating IgG1	Diminution transitoire des IgG1 circulantes
HP:0041068	Chronic decreased circulating IgG1	Diminution chronique des IgG1 circulantes
HP:0041069	Chronic (near) absent circulating IgG1	IgG1 circulantes chroniques (presque) absentes
HP:0041070	Chronic partially decreased circulating IgG1	Chronique, diminution partielle des IgG1 circulantes
HP:0041071	Transient decreased circulating IgG3	Diminution transitoire des IgG3 circulantes
HP:0041072	Chronic decreased circulating IgG3	Diminution chronique des IgG3 circulantes
HP:0041073	Fractured thoracic vertebra	Vertèbre thoracique fracturée
HP:0041074	Chronic (near) absent circulating IgG3	IgG3 circulantes chroniques (presque) absentes
HP:0041075	Chronic partially decreased circulating IgG3	Chronique, diminution partielle des IgG3 circulantes
HP:0041076	Abnormal immunoglobulin level in body fluid	Niveau anormal d'immunoglobuline dans le liquide corporel
HP:0041077	Increased immunoglobulin level in body fluid	Augmentation du niveau d'immunoglobuline dans les liquides corporels
HP:0041078	Decreased immunoglobulin level in body fluid	Diminution du taux d'immunoglobuline dans les liquides corporels
HP:0041079	Decreased body fat percentage	Diminution du pourcentage de graisse corporelle
HP:0041080	Abnormal proportion of exhausted T cells	Proportion anormale de cellules T épuisées
HP:0041081	Fractured lower leg	Bas de jambe fracturé
HP:0041082	Fractured skull	Crâne fracturé
HP:0041083	Fractured phalanx	Phalange fracturée
HP:0041084	Compression-fractured thoracic vertebra	Vertèbre thoracique fracturée par compression
HP:0041085	Compression-fractured vertebra	Vertèbre fracturée par compression
HP:0041086	Compression-fractured cervical vertebra	Vertèbre cervicale fracturée par compression
HP:0041087	Compression-fractured lumbar vertebra	Vertèbre lombaire fracturée par compression
HP:0041088	Avulsion fractured humerus	Avulsion fracture de l'humérus
HP:0041089	Avulsion fractured tibia	Tibia fracturé par avulsion
HP:0041090	Pelvic avulsion fracture	Fracture par avulsion pelvienne
HP:0041091	Avulsion fractured epiphysis of femur	Avulsion fracture de l'épiphyse du fémur
HP:0041092	Emotional hypersensitivity	Hypersensibilité émotionnelle
HP:0041093	Beau's lines	Les lignes de Beau
HP:0041094	Complete tracheal ring	Anneau trachéal complet
HP:0041095	Decreased middle cerebral artery pulsatility index	Diminution de l'indice de pulsatilité de l'artère cérébrale moyenne
HP:0041114	Fractured metaphysis of femur	Métaphyse fracturée du fémur
HP:0041115	Fractured right clavicle	Clavicule droite fracturée
HP:0041116	Fractured left clavicle	Clavicule gauche fracturée
HP:0041117	Fractured lower limb segment	Segment du membre inférieur fracturé
HP:0041118	Fractured upper limb segment	Segment du membre supérieur fracturé
HP:0041119	Fractured metacarpus skeleton	Squelette métacarpique fracturé
HP:0041121	Fractured epiphysis of fifth metacarpal bone	Épiphyse fracturée du cinquième os métacarpien
HP:0041143	Fractured tibia	Tibia fracturé
HP:0041144	Fractured clavicle bone	Os de la clavicule fracturé
HP:0041145	Fractured acetabular part of hip bone	Partie acétabulaire fracturée de l'os de la hanche
HP:0041146	Fractured coccyx	Coccyx fracturé
HP:0041147	Fractured epiphysis	Épiphyse fracturée
HP:0041149	Fractured navicular bone of pes	Os naviculaire fracturé du pied
HP:0041150	Fractured cuboid bone	Os cuboïde fracturé
HP:0041152	Fractured sternoclavicular joint	Articulation sternoclaviculaire fracturée
HP:0041153	Fractured ankle	Cheville fracturée
HP:0041155	Fractured mandible	Mandibule fracturée
HP:0041156	Fractured orbit of skull	Orbite fracturée du crâne
HP:0041157	Fractured larynx	Larynx fracturé
HP:0041159	Fractured rib	Côte fracturée
HP:0041161	Pelvis fracture	Fracture du bassin
HP:0041162	Metatarsal fracture	Fracture métatarsienne
HP:0041163	Fractured manual digit	Chiffre manuel fracturé
HP:0041164	Fractured talus	Talus fracturé
HP:0041165	Fractured maxilla	Maxillaire fracturé
HP:0041166	Fractured vertebra	Vertèbre fracturée
HP:0041167	Fractured cervical vertebra	Vertèbre cervicale fracturée
HP:0041168	Fractured lumbar vertebra	Vertèbre lombaire fracturée
HP:0041172	Fractured fused sacrum	Sacrum fusionné fracturé
HP:0041173	Fractured metacarpophalangeal joint	Articulation métacarpophalangienne fracturée
HP:0041174	Fractured distal finger phalanx	Phalange distale du doigt fracturée
HP:0041175	Fractured middle phalanx of pes	Phalange moyenne fracturée du pes
HP:0041176	Fractured distal phalanx of manual digit 2	Phalange distale fracturée du chiffre manuel 2
HP:0041177	Fractured distal phalanx of manual digit 3	Phalange distale fracturée du chiffre manuel 3
HP:0041178	Fractured distal phalanx of manual digit 4	Phalange distale fracturée du chiffre manuel 4
HP:0041179	Fractured distal phalanx of manual digit 5	Phalange distale fracturée du chiffre manuel 5
HP:0041180	Fractured distal phalanx of pedal digit 1	Phalange distale fracturée du chiffre 1 de la pédale
HP:0041181	Fractured distal phalanx of pedal digit 3	Phalange distale fracturée du chiffre 3 de la pédale
HP:0041182	Fractured middle phalanx of manual digit 2	Phalange médiane fracturée du chiffre manuel 2
HP:0041183	Fractured middle phalanx of manual digit 3	Phalange médiane fracturée du chiffre manuel 3
HP:0041184	Fractured middle phalanx of manual digit 4	Phalange médiane fracturée du chiffre manuel 4
HP:0041185	Fractured middle phalanx of manual digit 5	Phalange médiane fracturée du chiffre manuel 5
HP:0041186	Fractured middle phalanx of pedal digit 3	Phalange médiane fracturée du chiffre 3 de la pédale
HP:0041187	Fractured proximal phalanx of pedal digit 1	Phalange proximale fracturée du chiffre 1 de la pédale
HP:0041188	Fractured proximal phalanx of manual digit 1	Phalange proximale fracturée du chiffre manuel 1
HP:0041189	Fractured epiphysis of femur	Épiphyse fracturée du fémur
HP:0041190	Fractured epiphysis of second metacarpal bone	Épiphyse fracturée du deuxième os métacarpien
HP:0041191	Fractured epiphysis of third metacarpal bone	Épiphyse fracturée du troisième os métacarpien
HP:0041192	Fractured epiphysis of fourth metacarpal bone	Épiphyse fracturée du quatrième os métacarpien
HP:0041193	Fractured epiphysis of first metatarsal bone	Épiphyse fracturée du premier métatarsien
HP:0041194	Fractured epiphysis of second metatarsal bone	Épiphyse fracturée du deuxième métatarsien
HP:0041195	Fractured epiphysis of third metatarsal bone	Épiphyse fracturée du troisième métatarsien
HP:0041196	Fractured distal epiphysis of radius	Épiphyse distale fracturée du radius
HP:0041197	Fractured proximal epiphysis of first metacarpal bone	Épiphyse proximale fracturée du premier os métacarpien
HP:0041198	Fractured proximal epiphysis of middle phalanx of manual digit 3	Épiphyse proximale fracturée de la phalange moyenne du chiffre manuel 3
HP:0041199	Fractured interphalangeal joint	Articulation interphalangienne fracturée
HP:0041200	Fractured sternal end of clavicle	Extrémité sternale fracturée de la clavicule
HP:0041209	Fractured epiphysis of middle phalanx of manus	Épiphyse fracturée de la phalange moyenne du manus
HP:0041210	Fractured lateral malleolus of fibula	Malléole latérale fracturée du péroné
HP:0041211	Fractured proximal phalanx of digit 2	Phalange proximale fracturée du chiffre 2
HP:0041212	Fractured proximal phalanx of digit 3	Phalange proximale fracturée du chiffre 3
HP:0041213	Fractured proximal phalanx of digit 4	Phalange proximale fracturée du chiffre 4
HP:0041214	Fractured proximal phalanx of digit 5	Phalange proximale fracturée du chiffre 5
HP:0041215	Fractured fused metatarsal bones 2-4	Os métatarsiens fusionnés fracturés 2-4
HP:0041216	Fractured distal epiphysis of distal phalanx of manual digit 1	Épiphyse distale fracturée de la phalange distale du chiffre manuel 1
HP:0041217	Fractured shoulder	Épaule fracturée
HP:0041218	Fractured distal phalanx	Phalange distale fracturée
HP:0041219	Elbow fracture	Fracture du coude
HP:0041220	Fractured facial bone	Os du visage fracturé
HP:0041221	Fractured head of femur	Tête du fémur fracturée
HP:0041222	Fractured fibula	Fibule fracturée
HP:0041223	Fractured metatarsal bone of digit 5	Os métatarsien fracturé du chiffre 5
HP:0041224	Fractured manual digit bone	Os d'un doigt manuel fracturé
HP:0041225	Fractured 1st metacarpal	1er métacarpien fracturé
HP:0041226	Fractured distal tarsal bone	Os tarsien distal fracturé
HP:0041227	Fractured distal tarsal bone 2	Os tarsien distal fracturé 2
HP:0041228	Fractured distal tarsal bone 3	Os tarsien distal fracturé 3
HP:0041230	Fractured metatarsal bone of digit 4	Os métatarsien fracturé du chiffre 4
HP:0041231	Fractured metatarsal bone of digit 1	Os métatarsien fracturé du chiffre 1
HP:0041233	Fractured ilium	Ilion fracturé
HP:0041234	Fractured bone of jaw	Os fracturé de la mâchoire
HP:0041235	Fractured hindlimb bone	Os du membre postérieur fracturé
HP:0041236	Fractured middle phalanx of finger	Phalange médiane fracturée du doigt
HP:0041237	Fractured patella	Rotule fracturée
HP:0041239	Fractured thumb phalanx	Phalange du pouce fracturée
HP:0041240	Toe phalanx fracture	Fracture de la phalange de l'orteil
HP:0041241	Fractured finger phalanx	Phalange du doigt fracturée
HP:0041243	Fractured proximal phalanx of finger	Phalange proximale fracturée du doigt
HP:0041244	Fractured scapula	Omoplate fracturée
HP:0041245	Fractured shoulder bone	Os de l'épaule fracturé
HP:0041246	Fractured sternum	Sternum fracturé
HP:0041247	Fractured tarsal bone	Os tarsien fracturé
HP:0041248	Fractured carpal bone	Os du carpe fracturé
HP:0041249	Fractured nose	Nez fracturé
HP:0046502	Anorgasmia	Anorgasmie
HP:0046503	Increased libido	Augmentation de la libido
HP:0046504	Decreased libido	Diminution de la libido
HP:0046505	Hand pain	Douleur à la main
HP:0046506	Pain in head and neck region	Douleur dans la région de la tête et du cou
HP:0046507	Bradypnea	Bradypnée
HP:0046508	Abnormal cervical spine morphology	Morphologie anormale de la colonne cervicale
HP:0100411	Complete duplication of the middle phalanx of the 4th toe	Duplication complète de la phalange moyenne du 4ème orteil
HP:0410309	Alpha-aminoadipic aciduria	Acidurie alpha-aminoadipique
HP:0410310	Abnormality of neutrophil morphology in CSF	Anomalie de la morphologie des neutrophiles dans le LCR
HP:0410311	Hyposegmentation of neutrophil nuclei in CSF	Hyposegmentation des noyaux neutrophiles dans le LCR
HP:0410312	Hypersegmentation of neutrophil nuclei in CSF	Hypersegmentation des noyaux neutrophiles dans le LCR
HP:0410313	Abnormal urinary 1-methylhistidine concentration	Concentration urinaire anormale de 1-méthylhistidine
HP:0410314	Decreased urinary 1-methylhistidine	Diminution de la 1-méthylhistidine urinaire
HP:0410315	Increased urinary 1-methylhistidine	Augmentation de la 1-méthylhistidine urinaire
HP:0410316	Abnormal urinary 3-methylhistidine level	Taux urinaire anormal de 3-méthylhistidine
HP:0410317	Increased urinary 3-methylhistidine	Augmentation de la 3-méthylhistidine urinaire
HP:0410318	Decreased urinary 3-methylhistidine	Diminution de la 3-méthylhistidine urinaire
HP:0410319	Alpha-gal allergy	Allergie alpha-gal
HP:0410320	Animal protein allergy	Allergie aux protéines animales
HP:0410321	Animal dander allergy	Allergie aux squames d'animaux
HP:0410322	Bacteria allergy	Allergie aux bactéries
HP:0410323	Drug allergy	Allergie médicamenteuse
HP:0410324	Dust mite allergy	Allergie aux acariens
HP:0410326	Feather allergy	Allergie aux plumes
HP:0410327	Dairy allergy	Allergie aux produits laitiers
HP:0410328	Egg allergy	Allergie aux œufs
HP:0410329	Gluten allergy	Allergie au gluten
HP:0410330	Meat allergen allergy	Allergie aux allergènes de viande
HP:0410331	Nut food product allergy	Allergie aux produits alimentaires aux noix
HP:0410332	Plant based food allergy	Allergie alimentaire à base de plantes
HP:0410333	Seafood allergy	Allergie aux fruits de mer
HP:0410334	Fungi allergy	Allergie aux champignons
HP:0410335	Insect allergy	Allergie aux insectes
HP:0410336	Venom allergy	Allergie au venin
HP:0410337	Parasite allergy	Allergie parasitaire
HP:0410338	Plant product allergy	Allergie aux produits végétaux
HP:0410339	Insect bite allergy	Allergie aux piqûres d'insectes
HP:0410340	Focal epithelial hyperplasia of oral mucosa	Hyperplasie épithéliale focale de la muqueuse buccale
HP:0410341	Abnormal circulating heparan sulfate level	Taux anormal d'héparane sulfate circulant
HP:0410342	Increased circulating heparan sulfate level	Augmentation du taux d'héparane sulfate en circulation
HP:0410343	Decreased circulating heparan sulfate level	Diminution du taux d'héparane sulfate en circulation
HP:0410344	Shortened O-fucosylated glycan on properdin	Glycane O-fucosylé raccourci sur la properdine
HP:0410345	Increased urinary polyhexose	Augmentation du polyhexose urinaire
HP:0410346	Increased urinary galactosylated oligosaccharide	Augmentation de l’oligosaccharide galactosylé urinaire
HP:0410347	Increased urinary high-mannose-type oligosaccharide	Augmentation des oligosaccharides urinaires à haute teneur en mannose
HP:0410348	Increased urinary multiantennary sialylated oligosaccharide	Augmentation de l’oligosaccharide sialylé multiantennaire urinaire
HP:0410349	Decreased glycosyltransferase O-Fucosylpeptide 3-Beta-N-Acetylglucosaminyltransferase level	Diminution du taux de glycosyltransférase O-Fucosylpeptide 3-Beta-N-Acetylglucosaminyltransférase
HP:0410350	Increased urinary fucosylated oligosaccharide	Augmentation des oligosaccharides fucosylés urinaires
HP:0410351	Abnormal complex N-glycan level	Niveau anormal de N-glycane complexe
HP:0410352	Increased complex N-glycan level	Augmentation du niveau de N-glycane complexe
HP:0410353	Decreased complex N-glycan level	Diminution du niveau de N-glycane complexe
HP:0410354	Increased sialylated N-glycan level	Augmentation du taux de N-glycane sialylé
HP:0410355	Decreased sialylated N-glycan level	Diminution du taux de N-glycane sialylé
HP:0410356	Abnormal high-mannose N-glycan level	Niveau anormal de N-glycane à haute teneur en mannose
HP:0410357	Increased high-mannose N-glycan level	Augmentation du taux de N-glycane à haute teneur en mannose
HP:0410358	Decreased high-mannose N-glycan level	Diminution du taux de N-glycane à haute teneur en mannose
HP:0410359	Abnormal core 1 O-glycan level	Niveau anormal de O-glycane du noyau 1
HP:0410360	Increased core 1 O-glycan level	Augmentation du niveau de O-glycane du noyau 1
HP:0410361	Decreased core 1 O-glycan level	Diminution du niveau de O-glycane du noyau 1
HP:0410362	Decreased O-mannosyl glycans on alpha-dystroglycan	Diminution des O-mannosylglycanes sur l'alpha-dystroglycane
HP:0410363	Increased monosialylated core 1 O-glycan level	Augmentation du niveau de O-glycane monosialylé du noyau 1
HP:0410364	Decreased monosialylated core 1 O-glycan level	Diminution du niveau de O-glycane monosialylé du noyau 1
HP:0410365	Increased disialylated core 1 O-glycan level	Augmentation du niveau de O-glycane du noyau 1 disialylé
HP:0410366	Increased globoside Gb4 level	Augmentation du niveau de globoside Gb4
HP:0410367	Increased hepatitis A virus antibody level	Augmentation du niveau d’anticorps contre le virus de l’hépatite A
HP:0410368	Increased globoside Gb3 level	Augmentation du niveau de globoside Gb3
HP:0410369	Increased hepatitis B virus antibody level	Augmentation du niveau d’anticorps contre le virus de l’hépatite B
HP:0410370	Absence of ganglioside GM3	Absence de ganglioside GM3
HP:0410371	Increased hepatitis C virus antibody level	Augmentation du niveau d’anticorps contre le virus de l’hépatite C
HP:0410372	Increased Tn-antigen level	Augmentation du niveau d'antigène Tn
HP:0410373	Abnormal naive CD4+ T cell proportion	Proportion anormale de lymphocytes T CD4+ naïfs
HP:0410374	Abnormal naive CD8+ T cell proportion	Proportion anormale de lymphocytes T CD8+ naïfs
HP:0410375	Increased naive CD4+ T cell proportion	Augmentation de la proportion de lymphocytes T CD4+ naïfs
HP:0410376	Increased naive CD8+ T cell proportion	Augmentation de la proportion de lymphocytes T CD8+ naïfs
HP:0410377	Decreased naive CD8+ T cell proportion	Diminution de la proportion de lymphocytes T CD8+ naïfs
HP:0410378	Decreased naive CD4+ T cell proportion	Diminution de la proportion de lymphocytes T CD4+ naïfs
HP:0410379	Abnormal CD4+ memory T cell proportion	Proportion anormale de lymphocytes T mémoire CD4+
HP:0410380	Abnormal memory CD8+ T cell proportion	Proportion anormale de lymphocytes T CD8+ à mémoire
HP:0410383	Abnormal effector memory CD8+ T cell proportion	Mémoire effectrice anormale Proportion de lymphocytes T CD8+
HP:0410384	Abnormal central memory CD8+ T cell proportion	Proportion anormale de lymphocytes T CD8+ à mémoire centrale
HP:0410385	Decreased CD8+ memory T cell proportion	Diminution de la proportion de lymphocytes T mémoire CD8+
HP:0410386	Decreased CD4+ memory T cell proportion	Diminution de la proportion de lymphocytes T mémoire CD4+
HP:0410388	Decreased proportion of central memory CD4-positive T cells	Diminution de la proportion de cellules T CD4-positives à mémoire centrale
HP:0410389	Decreased central memory CD8+ T cell proportion	Diminution de la proportion de lymphocytes T CD8+ à mémoire centrale
HP:0410390	Decreased effector memory CD8+ T cell proportion	Diminution de la proportion de lymphocytes T CD8+ à mémoire effectrice
HP:0410391	Increased CD4+ memory T cell proportion	Augmentation de la proportion de lymphocytes T mémoire CD4+
HP:0410392	Increased CD8+ memory T cell proportion	Augmentation de la proportion de lymphocytes T mémoire CD8+
HP:0410393	Increased proportion of central memory CD4-positive T cells	Proportion accrue de cellules T CD4-positives à mémoire centrale
HP:0410394	Increased proportion of effector memory CD4-positive T cells	Proportion accrue de lymphocytes T CD4 positifs à mémoire effectrice
HP:0410395	Increased effector memory CD8+ T cell proportion	Augmentation de la proportion de lymphocytes T CD8+ à mémoire effectrice
HP:0410396	Increased central memory CD8+ T cell proportion	Augmentation de la proportion de lymphocytes T CD8+ à mémoire centrale
HP:0410397	Bronchiolectasis	Bronchiolectasie
HP:0410399	Positive blood lead test	Plombémie positive
HP:0410400	Absent sebaceous glands	Glandes sébacées absentes
HP:0430030	Positive infectious agent test	Test d'agent infectieux positif
HP:0430031	Aqueous humor viral DNA positivity	Positivité de l'ADN viral de l'humeur aqueuse
HP:0430033	Gottron sign	Signe Gottron
HP:0430034	Hypertension resistant to conventional therapy	Hypertension résistante au traitement conventionnel
HP:0430035	Tibiofibular interosseous membrane calcification	Calcification de la membrane interosseuse tibio-fibulaire
HP:0430036	Supracondylar elbow fracture	Fracture supracondylienne du coude
HP:0430037	Abnormal alcohol consumption	Consommation anormale d'alcool
HP:0430043	Thoracic lordosis	Lordose thoracique
HP:0430046	Small joint hypermobilty	Hypermobilité des petites articulations
HP:0430047	Large joint hypermobilty	Hypermobilité des grosses articulations
HP:0430048	Intracranial calcification	Calcification intracrânienne
HP:0430050	Anti-thyroid antibody positivity	Positivité aux anticorps anti-thyroïdiens
HP:0430051	Bloodstream pathogen-specific antibody positivity	Positivité en anticorps spécifiques à un agent pathogène du sang
HP:0430052	Anti-SARS-CoV-2 coronavirus antibody positivity	Positivité des anticorps contre le coronavirus anti-SARS-CoV-2
HP:0430053	Anti-West Nile virus antibody positivity	Positivité aux anticorps anti-virus du Nil occidental
HP:0430054	Anti-microfilaria antibody positivity	Positivité aux anticorps anti-microfilaires
HP:0430055	Anti-trypanosoma cruzi antibody positivity	Positivité aux anticorps anti-trypanosoma cruzi
HP:0430056	Anti-chikungunya virus antibody positivity	Positivité aux anticorps anti-virus chikungunya
HP:0430057	Anti-chlamydia psittaci antibody positivity	Positivité aux anticorps anti-chlamydia psittaci
HP:0430058	Anti-herpes simplex antibody positivity	Positivité aux anticorps anti-herpès simplex
HP:0430059	Bloodstream virus-specific antibody positivity	Positivité en anticorps spécifiques au virus du sang
HP:0430060	Bloodstream parasite-specific antibody positivity	Positivité en anticorps spécifiques du parasite sanguin
HP:0430061	Bloodstream antibacterial antibody positivity	Positivité des anticorps antibactériens sanguins
HP:0430062	Anti-Japanese encephalitis virus-specific antibody positivity	Positivité des anticorps spécifiques au virus de l'encéphalite japonaise
HP:0430063	Anti-chlamydia trachomatis-specific antibody positivity	Positivité des anticorps spécifiques anti-chlamydia trachomatis
HP:0430064	Anti-Epstein-Barr virus-specific antibody positivity	Positivité des anticorps spécifiques du virus anti-Epstein-Barr
HP:0430065	Anti-babesia-specific antibody positivity	Positivité des anticorps anti-babesia spécifiques
HP:0430066	Anti-Zikavirus-specific antibody positivity	Positivité des anticorps anti-Zikavirus spécifiques
HP:0430067	Positive bloodstream nucleic acid pathogen test	Test positif pour les agents pathogènes des acides nucléiques du sang
HP:0430068	Positive microfilaria PCR test in the blood circulation	Test PCR microfilaire positif dans la circulation sanguine
HP:0430069	Positive JC-virus PCR test in the blood circulation	Test PCR positif au virus JC dans la circulation sanguine
HP:0430070	Placenta previa	Placenta praevia
HP:0430071	Abnormal circulating organic compound concentration	Concentration anormale de composés organiques circulants
HP:0430072	Abnormal circulating beta-carotene concentration	Concentration anormale de bêta-carotène circulant
HP:0430073	Decreased circulating beta-carotene concentration	Diminution de la concentration circulante de bêta-carotène
HP:0430074	Increased circulating beta-carotene concentration	Augmentation de la concentration circulante de bêta-carotène
HP:0430075	Mammary blocked duct	Canal mammaire bloqué
HP:0430076	Bloodstream antifungal antibody positivity	Positivité des anticorps antifongiques sanguins
HP:0430077	Anti-coccidioidal antibody positivity	Positivité aux anticorps anti-coccidioïdes
HP:0430078	Anti-cryptococcal antibody positivity	Positivité aux anticorps anti-cryptocoques
HP:0430079	Anti-mycoplasma antibody positivity	Positivité aux anticorps anti-mycoplasmes
HP:0430080	Anti-rickettsial antibody positivity	Positivité aux anticorps anti-rickettsiens
HP:0430081	Anti-Bartonella henselae antibody positivity	Positivité aux anticorps anti-Bartonella henselae
HP:0430082	Anti-Dengue virus antibody positivity	Positivité aux anticorps anti-virus de la Dengue
HP:0430083	Anti-arbovirus antibody positivity	Positivité aux anticorps anti-arbovirus
HP:0430084	Anti-lymphocytic choriomeningitis antibody positivity	Positivité des anticorps anti-chorioméningite lymphocytaire
HP:0430085	Anti-varicella-zoster antibody positivity	Positivité aux anticorps anti-varicelle-zona
HP:0430086	Anti-rubella antibody positivity	Positivité aux anticorps anti-rubéole
HP:0430087	Anti-cytomegalovirus antibody positivity	Positivité aux anticorps anti-cytomégalovirus
HP:0430088	Anti-measles antibody positivity	Positivité aux anticorps anti-rougeole
HP:0430089	Anti-schistosoma antibody positivity	Positivité aux anticorps anti-schistosomes
HP:0430090	Anti-Powassan virus antibody positivity	Positivité des anticorps anti-virus Powassan
HP:0430104	Abnormal superficial temporal artery morphology	Morphologie anormale de l'artère temporale superficielle
HP:0430105	Skip lesions on temporal artery biopsy	Ignorer les lésions lors de la biopsie de l'artère temporale
HP:0430106	Abnormal brain-evoked potentials	Potentiels évoqués cérébraux anormaux
HP:0430107	Sputum infectious agent	Agent infectieux des crachats
HP:0430108	Positive Mycobacterium avium sputum culture	Culture d'expectorations positive de Mycobacterium avium
HP:0430109	Positive bloodstream infectious agent antigen test	Test d'antigène d'agent infectieux sanguin positif
HP:0430110	Positive bloodstream Cysticercosis antigen test	Test d'antigène sanguin positif pour la cysticercose
HP:0430111	Klazomania	Klazomanie
HP:0430112	Coprolalia	Coprolalie
HP:0430113	Continuous involuntary vocalizations	Vocalisations involontaires continues
HP:0430114	Aplasia/hypoplasia of the uterine cervix	Aplasie/hypoplasie du col utérin
HP:0430115	Cervical hypoplasia	Hypoplasie cervicale
HP:0430116	Primary peritoneal serous papillary adenocarcinoma	Adénocarcinome papillaire séreux péritonéal primitif
HP:0430117	Positive skin infectious agent test	Test d'agent infectieux cutané positif
HP:0430118	Positive skin fungus test	Test positif pour les champignons cutanés
HP:0430119	Nasal secretion eosinophilia	Éosinophilie des sécrétions nasales
HP:0430120	Nasal secretion neutrophilia	Neutrophilie des sécrétions nasales
HP:0430121	Seminal vesicle agenesis	Agénésie des vésicules séminales
HP:0430122	Head impulse test has corrective saccade	Le test d'impulsion de la tête a une saccade corrective
HP:0430123	Positive CSF infectious agent test	Test positif pour les agents infectieux du LCR
HP:0430124	Positive CSF toxoplasma gondii nucleic acid test	Test d'acide nucléique toxoplasma gondii dans le LCR positif
HP:0430125	Elevated circulating plasminogen activator inhibitor 1 activity	Activité élevée de l’inhibiteur 1 de l’activateur du plasminogène circulant
